"K1","ko"
"ko:K00909","ko04744"
"ko:K19852",""
"ko:K07301",""
"ko:K15676",""
"ko:K13236",""
"ko:K06251","ko05205"
"ko:K08283",""
"ko:K16050","ko01220"
"ko:K13745","ko01120"
"ko:K03655","ko03440"
"ko:K02186","ko04210"
"ko:K02388","ko02040"
"ko:K06489",""
"ko:K06001","ko01230"
"ko:K11173",""
"ko:K21844",""
"ko:K13575","ko04976"
"ko:K16223","ko04712"
"ko:K19374",""
"ko:K15697",""
"ko:K07763","ko04928"
"ko:K08453",""
"ko:K07426",""
"ko:K05273",""
"ko:K11375",""
"ko:K00739","ko01100"
"ko:K21567",""
"ko:K21271","ko01110"
"ko:K04640",""
"ko:K14655","ko01240"
"ko:K19636",""
"ko:K21402",""
"ko:K00014","ko01230"
"ko:K10790","ko04623"
"ko:K09299","ko05215"
"ko:K04971","ko04750"
"ko:K19659",""
"ko:K07999",""
"ko:K05803",""
"ko:K18191","ko04139"
"ko:K16680","ko04391"
"ko:K10593","ko04120"
"ko:K17264",""
"ko:K06920","ko01100"
"ko:K06619","ko05416"
"ko:K15398","ko01100"
"ko:K00638",""
"ko:K15338",""
"ko:K15664","ko01054"
"ko:K08200","ko05231"
"ko:K12429",""
"ko:K11140","ko04640"
"ko:K15212",""
"ko:K20309",""
"ko:K14380","ko04820"
"ko:K11369",""
"ko:K06975",""
"ko:K08629",""
"ko:K11992","ko04146"
"ko:K10283",""
"ko:K05397",""
"ko:K10615","ko04120"
"ko:K12267",""
"ko:K14424","ko01110"
"ko:K06637","ko05166"
"ko:K07574",""
"ko:K11887",""
"ko:K14058",""
"ko:K11155","ko04975"
"ko:K01297",""
"ko:K16378","ko01052"
"ko:K04755","ko01120"
"ko:K08465",""
"ko:K14541","ko01120"
"ko:K01744","ko01100"
"ko:K14836",""
"ko:K05860","ko05205"
"ko:K03647",""
"ko:K22023",""
"ko:K20828","ko04980"
"ko:K17865","ko01200"
"ko:K18599",""
"ko:K19562","ko01240"
"ko:K03534",""
"ko:K13528",""
"ko:K14452","ko04975"
"ko:K09884",""
"ko:K08625",""
"ko:K04041","ko01120"
"ko:K06832",""
"ko:K11291",""
"ko:K15707",""
"ko:K01314","ko04610"
"ko:K14027","ko04141"
"ko:K11411","ko05206"
"ko:K13708","ko05135"
"ko:K09986",""
"ko:K12310",""
"ko:K16392","ko01052"
"ko:K11456","ko03083"
"ko:K20771",""
"ko:K07521","ko04360"
"ko:K19503","ko04148"
"ko:K17713",""
"ko:K00308","ko04146"
"ko:K07711","ko02024"
"ko:K15360","ko03460"
"ko:K06235",""
"ko:K01571","ko01100"
"ko:K01482",""
"ko:K15164","ko04919"
"ko:K15660",""
"ko:K20893",""
"ko:K18123","ko01100"
"ko:K11359",""
"ko:K18911","ko01100"
"ko:K18399",""
"ko:K02407","ko02040"
"ko:K05384","ko01100"
"ko:K03982","ko05142"
"ko:K08795",""
"ko:K01816","ko01100"
"ko:K02100",""
"ko:K07824","ko01220"
"ko:K00240","ko01200"
"ko:K13709","ko04670"
"ko:K05116","ko04148"
"ko:K09448","ko04392"
"ko:K03375","ko01100"
"ko:K20891",""
"ko:K06016","ko01100"
"ko:K13006",""
"ko:K00748","ko01100"
"ko:K00348",""
"ko:K15123",""
"ko:K04458","ko04010"
"ko:K05774","ko01100"
"ko:K15982","ko01120"
"ko:K10327",""
"ko:K08168",""
"ko:K15428","ko01100"
"ko:K17525",""
"ko:K07428","ko04726"
"ko:K15067","ko01100"
"ko:K04921",""
"ko:K03117","ko03070"
"ko:K09092",""
"ko:K19399",""
"ko:K21217","ko02040"
"ko:K20721",""
"ko:K18695","ko05231"
"ko:K08573","ko04820"
"ko:K10207","ko01100"
"ko:K05816","ko02010"
"ko:K06084","ko04520"
"ko:K21361","ko04137"
"ko:K00709","ko01100"
"ko:K13503","ko01230"
"ko:K05603","ko01100"
"ko:K07272",""
"ko:K08371",""
"ko:K15463",""
"ko:K12357","ko01100"
"ko:K15977",""
"ko:K16587",""
"ko:K15203",""
"ko:K06753","ko04360"
"ko:K17941",""
"ko:K15193",""
"ko:K07758","ko01240"
"ko:K18183","ko04714"
"ko:K06647","ko04111"
"ko:K08601","ko04668"
"ko:K14680",""
"ko:K03007","ko05016"
"ko:K12009",""
"ko:K13791","ko05131"
"ko:K05286","ko01100"
"ko:K20092",""
"ko:K09374",""
"ko:K04946",""
"ko:K18543",""
"ko:K18262",""
"ko:K10860",""
"ko:K12495","ko04144"
"ko:K08665","ko05203"
"ko:K04840",""
"ko:K17299",""
"ko:K11538","ko01100"
"ko:K07950",""
"ko:K15500",""
"ko:K03089",""
"ko:K10794","ko01100"
"ko:K10651","ko05322"
"ko:K00290","ko01230"
"ko:K20371",""
"ko:K21418","ko04978"
"ko:K11525","ko02020"
"ko:K08130",""
"ko:K12454","ko01250"
"ko:K10271",""
"ko:K16498",""
"ko:K00431","ko05320"
"ko:K16298",""
"ko:K15644",""
"ko:K07100",""
"ko:K05752","ko05132"
"ko:K06929",""
"ko:K00069","ko05202"
"ko:K20796","ko01100"
"ko:K18190",""
"ko:K03899","ko04610"
"ko:K21630",""
"ko:K02619","ko01240"
"ko:K20974","ko02025"
"ko:K08191",""
"ko:K20009","ko04215"
"ko:K07214",""
"ko:K19499","ko04148"
"ko:K05746","ko04810"
"ko:K06809","ko04514"
"ko:K12345","ko01100"
"ko:K15219",""
"ko:K18047",""
"ko:K15438",""
"ko:K02435","ko01100"
"ko:K17743","ko01100"
"ko:K00419","ko05415"
"ko:K20632",""
"ko:K07042",""
"ko:K07411","ko01100"
"ko:K01704","ko01230"
"ko:K16686","ko04392"
"ko:K04011","ko05152"
"ko:K07369","ko05152"
"ko:K13212",""
"ko:K14170","ko01230"
"ko:K16942","ko05131"
"ko:K14990","ko04727"
"ko:K20135",""
"ko:K13665","ko00543"
"ko:K11589",""
"ko:K12952",""
"ko:K21472",""
"ko:K21775","ko04218"
"ko:K19982","ko01110"
"ko:K06320",""
"ko:K15453",""
"ko:K00955","ko01120"
"ko:K14264","ko01100"
"ko:K13196","ko03082"
"ko:K09607",""
"ko:K01911","ko01240"
"ko:K03138","ko03022"
"ko:K02450",""
"ko:K21141","ko04138"
"ko:K11454","ko03083"
"ko:K07958",""
"ko:K00400","ko01120"
"ko:K19050",""
"ko:K04431","ko05418"
"ko:K19902",""
"ko:K04617","ko04080"
"ko:K17723","ko01100"
"ko:K01440","ko04213"
"ko:K01045",""
"ko:K09882","ko01240"
"ko:K19746","ko01100"
"ko:K13666",""
"ko:K19530",""
"ko:K03826",""
"ko:K09143",""
"ko:K17410",""
"ko:K05972",""
"ko:K08657",""
"ko:K04902",""
"ko:K04374","ko05417"
"ko:K08505","ko04130"
"ko:K18890","ko02010"
"ko:K07096",""
"ko:K11264","ko01100"
"ko:K15786","ko01120"
"ko:K09160",""
"ko:K01290",""
"ko:K05751","ko04810"
"ko:K06482","ko05414"
"ko:K20685",""
"ko:K22374","ko01110"
"ko:K20675","ko04624"
"ko:K05812",""
"ko:K21249","ko04140"
"ko:K02288","ko01100"
"ko:K08892","ko04013"
"ko:K15069",""
"ko:K09051","ko04011"
"ko:K00109","ko01100"
"ko:K12735",""
"ko:K00433",""
"ko:K12751","ko04921"
"ko:K13173",""
"ko:K10474",""
"ko:K20043",""
"ko:K12562","ko04666"
"ko:K13345","ko04146"
"ko:K14943",""
"ko:K19361",""
"ko:K06800",""
"ko:K12930","ko01110"
"ko:K05889",""
"ko:K01371","ko05323"
"ko:K01961","ko01212"
"ko:K22133","ko01100"
"ko:K00487","ko01220"
"ko:K07345","ko05133"
"ko:K13995","ko01120"
"ko:K08836","ko04114"
"ko:K14456","ko04975"
"ko:K02618","ko01120"
"ko:K10170","ko05171"
"ko:K11394","ko01100"
"ko:K09863",""
"ko:K20967","ko01240"
"ko:K22387","ko01100"
"ko:K18487","ko04550"
"ko:K03173","ko05417"
"ko:K19745","ko01100"
"ko:K09676",""
"ko:K21890",""
"ko:K20168","ko04137"
"ko:K19661","ko02020"
"ko:K21914",""
"ko:K20074",""
"ko:K15425",""
"ko:K03335","ko01120"
"ko:K07098",""
"ko:K22210","ko01100"
"ko:K11959","ko02010"
"ko:K13566","ko01100"
"ko:K20799",""
"ko:K10873","ko03440"
"ko:K09810","ko02010"
"ko:K10367",""
"ko:K13368","ko04913"
"ko:K03045","ko03020"
"ko:K19576",""
"ko:K02052","ko02024"
"ko:K08509","ko04140"
"ko:K07902","ko04530"
"ko:K20798",""
"ko:K14946",""
"ko:K18167",""
"ko:K19386",""
"ko:K07571",""
"ko:K00846","ko01120"
"ko:K07413","ko05204"
"ko:K14633","ko01110"
"ko:K07248","ko01120"
"ko:K18334","ko01120"
"ko:K02584","ko02020"
"ko:K21023","ko02025"
"ko:K14761",""
"ko:K02611","ko01120"
"ko:K07916",""
"ko:K00310","ko01100"
"ko:K16685","ko04392"
"ko:K07008","ko01100"
"ko:K05748","ko05231"
"ko:K14864",""
"ko:K15468",""
"ko:K20830",""
"ko:K01441","ko04071"
"ko:K06082","ko04520"
"ko:K13582","ko04112"
"ko:K01407",""
"ko:K11277",""
"ko:K07414","ko04726"
"ko:K07502",""
"ko:K09061",""
"ko:K02994","ko03010"
"ko:K18813",""
"ko:K09756","ko01110"
"ko:K14459","ko01100"
"ko:K01370","ko05417"
"ko:K01361",""
"ko:K16262",""
"ko:K14509","ko04075"
"ko:K19790",""
"ko:K18259","ko04977"
"ko:K12441",""
"ko:K08507","ko04130"
"ko:K09753","ko01110"
"ko:K07241",""
"ko:K02033","ko02024"
"ko:K04398","ko05417"
"ko:K13774","ko01120"
"ko:K07128",""
"ko:K19354","ko00540"
"ko:K01492","ko01110"
"ko:K20422","ko01110"
"ko:K15456",""
"ko:K10236","ko02010"
"ko:K11431","ko04068"
"ko:K05881","ko01100"
"ko:K16275",""
"ko:K00566","ko04122"
"ko:K07118",""
"ko:K10084","ko04141"
"ko:K15318",""
"ko:K21132",""
"ko:K11406","ko05206"
"ko:K21993",""
"ko:K00007","ko01100"
"ko:K03274","ko01250"
"ko:K06124","ko01100"
"ko:K20814",""
"ko:K03432","ko03050"
"ko:K21245","ko04140"
"ko:K21847",""
"ko:K02313","ko04112"
"ko:K10470",""
"ko:K12024",""
"ko:K15033",""
"ko:K02635","ko01100"
"ko:K08888","ko04722"
"ko:K00488","ko04979"
"ko:K07397",""
"ko:K21772",""
"ko:K14644",""
"ko:K17931",""
"ko:K15984",""
"ko:K08623",""
"ko:K06980",""
"ko:K08300","ko03018"
"ko:K05702","ko04670"
"ko:K10340",""
"ko:K16251","ko03020"
"ko:K03555","ko03430"
"ko:K01003","ko01100"
"ko:K18712",""
"ko:K03076","ko03070"
"ko:K14662",""
"ko:K14534","ko01200"
"ko:K19350","ko02010"
"ko:K09788","ko01100"
"ko:K10782","ko01100"
"ko:K08804",""
"ko:K19856","ko01250"
"ko:K21115",""
"ko:K00796","ko01240"
"ko:K00715","ko01100"
"ko:K13435","ko04626"
"ko:K08327",""
"ko:K16124","ko01054"
"ko:K10345",""
"ko:K02390","ko02040"
"ko:K21451",""
"ko:K17784",""
"ko:K02263","ko05415"
"ko:K04485",""
"ko:K13219",""
"ko:K03044","ko03020"
"ko:K21357","ko05022"
"ko:K05540",""
"ko:K12273",""
"ko:K16559",""
"ko:K00070","ko04934"
"ko:K02354","ko05226"
"ko:K06716",""
"ko:K05105","ko04360"
"ko:K00346",""
"ko:K09007","ko01240"
"ko:K00647","ko01240"
"ko:K00882","ko02060"
"ko:K02139","ko01100"
"ko:K01707","ko01100"
"ko:K17949",""
"ko:K03964","ko05415"
"ko:K19471","ko04310"
"ko:K16882","ko04911"
"ko:K22126",""
"ko:K07045",""
"ko:K18060",""
"ko:K10769",""
"ko:K14307","ko05014"
"ko:K01713","ko01230"
"ko:K18418",""
"ko:K16267",""
"ko:K16274",""
"ko:K12367","ko04062"
"ko:K12753","ko05132"
"ko:K12685",""
"ko:K00368","ko01310"
"ko:K01577","ko01100"
"ko:K04577","ko04270"
"ko:K16937","ko01120"
"ko:K21682",""
"ko:K22207","ko01100"
"ko:K01342",""
"ko:K09771",""
"ko:K22120",""
"ko:K16698",""
"ko:K08989",""
"ko:K12014",""
"ko:K05714","ko01220"
"ko:K02482",""
"ko:K10466",""
"ko:K01849","ko01200"
"ko:K18850",""
"ko:K01084","ko04973"
"ko:K10888","ko03460"
"ko:K03524","ko01100"
"ko:K04800","ko03030"
"ko:K03273","ko01250"
"ko:K00057","ko01110"
"ko:K00389",""
"ko:K07713","ko02020"
"ko:K02567","ko01310"
"ko:K05703","ko05416"
"ko:K06697","ko04612"
"ko:K21515",""
"ko:K01709","ko01250"
"ko:K20838","ko01100"
"ko:K19722","ko05417"
"ko:K02860",""
"ko:K08133","ko04974"
"ko:K14392",""
"ko:K09946",""
"ko:K16665",""
"ko:K13885","ko05160"
"ko:K10303",""
"ko:K13915","ko04970"
"ko:K00139","ko01120"
"ko:K07903","ko04152"
"ko:K09573",""
"ko:K18216","ko02010"
"ko:K04404","ko05417"
"ko:K15151",""
"ko:K02837",""
"ko:K13082","ko01110"
"ko:K14853",""
"ko:K01329","ko05415"
"ko:K15653","ko01053"
"ko:K07636","ko02020"
"ko:K13788","ko01200"
"ko:K06702",""
"ko:K03775",""
"ko:K02200",""
"ko:K08858",""
"ko:K10453",""
"ko:K07287",""
"ko:K10602","ko04120"
"ko:K02340","ko03440"
"ko:K21952",""
"ko:K13509","ko04975"
"ko:K17598",""
"ko:K06222",""
"ko:K00004","ko01110"
"ko:K14505","ko04075"
"ko:K04127","ko01110"
"ko:K04358","ko05226"
"ko:K01975",""
"ko:K19783",""
"ko:K07865",""
"ko:K09048","ko05215"
"ko:K12312","ko00511"
"ko:K18019","ko04010"
"ko:K04789","ko01053"
"ko:K21899",""
"ko:K16502",""
"ko:K18789",""
"ko:K08339","ko05131"
"ko:K00339","ko01100"
"ko:K12040","ko04978"
"ko:K08069","ko01100"
"ko:K09632","ko04974"
"ko:K08882",""
"ko:K12259","ko01100"
"ko:K19799",""
"ko:K04084",""
"ko:K10881","ko05169"
"ko:K14679",""
"ko:K06390",""
"ko:K11226","ko04011"
"ko:K10225",""
"ko:K18647",""
"ko:K00518",""
"ko:K09242",""
"ko:K00197","ko01200"
"ko:K07102","ko01250"
"ko:K03727",""
"ko:K02054","ko02024"
"ko:K05633","ko04144"
"ko:K10999",""
"ko:K13763","ko01100"
"ko:K07671","ko02020"
"ko:K16733",""
"ko:K07417",""
"ko:K09843","ko01110"
"ko:K09636",""
"ko:K03907","ko05418"
"ko:K08801",""
"ko:K08473",""
"ko:K03784","ko01232"
"ko:K17494",""
"ko:K17431",""
"ko:K16684","ko04530"
"ko:K14764",""
"ko:K05126","ko05230"
"ko:K03594","ko00860"
"ko:K12388","ko04979"
"ko:K00977","ko04640"
"ko:K15384",""
"ko:K03975",""
"ko:K20640",""
"ko:K20128",""
"ko:K02157","ko05226"
"ko:K07044",""
"ko:K16437","ko01250"
"ko:K07276",""
"ko:K14343",""
"ko:K07971","ko01100"
"ko:K22010",""
"ko:K20011",""
"ko:K05742","ko05205"
"ko:K13415","ko04075"
"ko:K04557","ko05022"
"ko:K11284",""
"ko:K15690",""
"ko:K15427",""
"ko:K16286",""
"ko:K20653",""
"ko:K00107","ko01100"
"ko:K19851","ko04011"
"ko:K11111",""
"ko:K21310","ko01100"
"ko:K04357","ko05235"
"ko:K03334","ko01110"
"ko:K18479",""
"ko:K12185","ko04144"
"ko:K08325","ko01100"
"ko:K09670",""
"ko:K20477",""
"ko:K19938",""
"ko:K12173","ko03440"
"ko:K11816","ko04075"
"ko:K10324",""
"ko:K00897",""
"ko:K08001",""
"ko:K13924","ko02030"
"ko:K10000","ko02010"
"ko:K14938","ko04212"
"ko:K04722","ko05417"
"ko:K08469",""
"ko:K17098",""
"ko:K05213","ko05034"
"ko:K15924",""
"ko:K17198",""
"ko:K01362",""
"ko:K19029","ko04919"
"ko:K07410","ko05208"
"ko:K17702","ko04015"
"ko:K05396","ko01100"
"ko:K05622",""
"ko:K14358",""
"ko:K03870","ko05211"
"ko:K19798","ko04213"
"ko:K03535",""
"ko:K09413",""
"ko:K03992","ko05171"
"ko:K15208",""
"ko:K02585",""
"ko:K07872",""
"ko:K02045","ko02010"
"ko:K11681",""
"ko:K04442","ko04010"
"ko:K20392",""
"ko:K11268","ko04110"
"ko:K11354","ko02020"
"ko:K12383","ko04142"
"ko:K06193",""
"ko:K10572","ko04070"
"ko:K17551",""
"ko:K07266",""
"ko:K19178",""
"ko:K18702",""
"ko:K01585","ko01110"
"ko:K03078","ko01120"
"ko:K19706",""
"ko:K11771",""
"ko:K04613",""
"ko:K09675",""
"ko:K14743",""
"ko:K15719","ko04931"
"ko:K12743","ko01110"
"ko:K16416","ko01052"
"ko:K20230","ko04013"
"ko:K22077",""
"ko:K00375",""
"ko:K05532","ko01100"
"ko:K00073","ko01120"
"ko:K01447",""
"ko:K07605",""
"ko:K18178","ko04714"
"ko:K10018","ko02010"
"ko:K15441",""
"ko:K01589","ko01110"
"ko:K10484","ko03460"
"ko:K11892","ko03070"
"ko:K07834","ko05212"
"ko:K16381","ko01052"
"ko:K22305","ko01230"
"ko:K10632","ko04014"
"ko:K15389",""
"ko:K10075",""
"ko:K00418","ko05415"
"ko:K17256","ko04935"
"ko:K05114","ko04360"
"ko:K07454",""
"ko:K03436",""
"ko:K15901",""
"ko:K04932",""
"ko:K19429",""
"ko:K01912","ko05111"
"ko:K10887","ko05340"
"ko:K00066","ko02020"
"ko:K06021",""
"ko:K07609",""
"ko:K13736","ko05100"
"ko:K06756","ko04514"
"ko:K05705","ko04520"
"ko:K20034","ko01100"
"ko:K08503","ko04130"
"ko:K22230","ko01120"
"ko:K15348","ko05132"
"ko:K04935",""
"ko:K12353","ko01100"
"ko:K11211","ko00540"
"ko:K16226","ko04626"
"ko:K13922","ko01100"
"ko:K08086",""
"ko:K19872","ko01100"
"ko:K20773","ko03440"
"ko:K12484","ko04144"
"ko:K11781","ko01240"
"ko:K00272","ko04146"
"ko:K18258",""
"ko:K02473","ko01250"
"ko:K20671","ko04624"
"ko:K14607",""
"ko:K06140",""
"ko:K00754",""
"ko:K18195",""
"ko:K10061",""
"ko:K09627",""
"ko:K03802",""
"ko:K05808",""
"ko:K05669","ko02010"
"ko:K06484","ko05414"
"ko:K14078","ko04978"
"ko:K11360",""
"ko:K00317","ko01200"
"ko:K10279",""
"ko:K08189",""
"ko:K20854",""
"ko:K21290","ko05167"
"ko:K05844",""
"ko:K16071",""
"ko:K17421",""
"ko:K06409",""
"ko:K14354",""
"ko:K04520","ko05022"
"ko:K07816","ko01100"
"ko:K20010","ko04214"
"ko:K03041","ko03020"
"ko:K05103","ko04360"
"ko:K04844",""
"ko:K02343","ko03440"
"ko:K08098","ko00563"
"ko:K10059","ko05152"
"ko:K12798","ko04621"
"ko:K13105","ko05211"
"ko:K20667","ko01110"
"ko:K00335","ko01100"
"ko:K02395","ko02040"
"ko:K03578",""
"ko:K04447","ko05417"
"ko:K03948","ko05415"
"ko:K21024","ko02025"
"ko:K08251",""
"ko:K06382",""
"ko:K18185",""
"ko:K00619","ko01230"
"ko:K20361",""
"ko:K02429",""
"ko:K09796",""
"ko:K00693","ko05415"
"ko:K11803",""
"ko:K02032","ko02024"
"ko:K10713","ko01200"
"ko:K14300","ko05014"
"ko:K14642","ko01232"
"ko:K03024","ko04623"
"ko:K17337",""
"ko:K17969","ko04139"
"ko:K00946","ko01240"
"ko:K03684",""
"ko:K05640","ko04630"
"ko:K13044",""
"ko:K13732","ko05100"
"ko:K04364","ko05231"
"ko:K00138","ko01120"
"ko:K05769","ko04810"
"ko:K14622","ko04977"
"ko:K11983",""
"ko:K11069","ko02010"
"ko:K18577",""
"ko:K10639",""
"ko:K06957",""
"ko:K21803",""
"ko:K17529",""
"ko:K02071","ko02010"
"ko:K11847",""
"ko:K03345","ko04310"
"ko:K08170",""
"ko:K04841","ko04742"
"ko:K03625",""
"ko:K14265","ko01100"
"ko:K10351","ko05414"
"ko:K21064","ko01240"
"ko:K05744","ko05170"
"ko:K18809","ko04624"
"ko:K13534","ko01100"
"ko:K09121",""
"ko:K13738","ko05100"
"ko:K03785","ko01230"
"ko:K04857","ko05414"
"ko:K07905","ko05164"
"ko:K10955","ko05226"
"ko:K09644","ko04979"
"ko:K19869",""
"ko:K13484","ko01100"
"ko:K08053","ko05203"
"ko:K13726",""
"ko:K12122",""
"ko:K16617","ko04974"
"ko:K21635","ko05224"
"ko:K07878",""
"ko:K04537","ko05200"
"ko:K17514","ko04625"
"ko:K15996","ko01110"
"ko:K13182",""
"ko:K00934","ko00330"
"ko:K01541",""
"ko:K17921",""
"ko:K20553","ko04016"
"ko:K08913","ko01100"
"ko:K12866","ko03040"
"ko:K18180","ko04714"
"ko:K12443",""
"ko:K11100",""
"ko:K01894",""
"ko:K19532","ko04820"
"ko:K03368","ko01100"
"ko:K20054","ko05017"
"ko:K13193",""
"ko:K02740","ko03050"
"ko:K06495","ko04514"
"ko:K16272",""
"ko:K22312",""
"ko:K16594",""
"ko:K18620",""
"ko:K12976","ko00540"
"ko:K14154","ko01240"
"ko:K19908",""
"ko:K10526","ko01110"
"ko:K21071","ko01230"
"ko:K04983","ko04750"
"ko:K16230",""
"ko:K10976","ko04141"
"ko:K11471","ko03083"
"ko:K13198",""
"ko:K20756",""
"ko:K20521",""
"ko:K16782",""
"ko:K05649","ko02010"
"ko:K05672","ko02010"
"ko:K18449",""
"ko:K06462","ko05152"
"ko:K13967","ko01100"
"ko:K11439",""
"ko:K04546","ko05200"
"ko:K13197",""
"ko:K05631","ko05165"
"ko:K10886","ko03450"
"ko:K05644","ko02010"
"ko:K17539",""
"ko:K19401",""
"ko:K11659","ko03083"
"ko:K13305","ko04960"
"ko:K08518",""
"ko:K08632",""
"ko:K22368","ko05208"
"ko:K16510","ko04668"
"ko:K19662","ko05415"
"ko:K12648","ko05171"
"ko:K13464","ko04075"
"ko:K21412",""
"ko:K10422",""
"ko:K17848","ko04144"
"ko:K13180",""
"ko:K21997",""
"ko:K20803",""
"ko:K12077","ko05230"
"ko:K10997",""
"ko:K07533",""
"ko:K14163","ko01240"
"ko:K20867",""
"ko:K04772",""
"ko:K21068","ko04530"
"ko:K11397",""
"ko:K05676","ko04146"
"ko:K12043","ko04820"
"ko:K19842","ko04011"
"ko:K18720","ko03013"
"ko:K11970",""
"ko:K11809","ko01100"
"ko:K12700","ko01232"
"ko:K10705","ko01110"
"ko:K15696",""
"ko:K11507",""
"ko:K13516","ko00564"
"ko:K17653",""
"ko:K10098",""
"ko:K20411","ko04150"
"ko:K15218",""
"ko:K05565",""
"ko:K00994","ko05231"
"ko:K01324","ko04610"
"ko:K08965","ko01100"
"ko:K08252",""
"ko:K12407","ko05230"
"ko:K05219","ko04080"
"ko:K18739","ko03250"
"ko:K11257",""
"ko:K04982","ko04978"
"ko:K11448",""
"ko:K13778","ko01120"
"ko:K17682",""
"ko:K21953",""
"ko:K09698","ko01240"
"ko:K21346","ko01210"
"ko:K04911",""
"ko:K13158","ko05014"
"ko:K04324",""
"ko:K15708",""
"ko:K20462",""
"ko:K07875","ko05134"
"ko:K03777","ko01120"
"ko:K15003",""
"ko:K13234","ko01110"
"ko:K08626",""
"ko:K12814","ko03040"
"ko:K16477",""
"ko:K12395","ko05170"
"ko:K13725",""
"ko:K20463",""
"ko:K05310","ko01100"
"ko:K17792",""
"ko:K17714",""
"ko:K07418","ko05417"
"ko:K20994","ko05224"
"ko:K07699","ko02024"
"ko:K05682","ko02010"
"ko:K16501",""
"ko:K09111",""
"ko:K06668","ko04111"
"ko:K10332",""
"ko:K13980","ko04936"
"ko:K05533","ko01100"
"ko:K14461","ko04975"
"ko:K08569","ko04210"
"ko:K10781","ko01212"
"ko:K04959","ko05205"
"ko:K11831","ko05016"
"ko:K17828","ko01240"
"ko:K12359",""
"ko:K14736","ko04978"
"ko:K10314",""
"ko:K18705",""
"ko:K11726","ko03082"
"ko:K19028","ko04922"
"ko:K18198",""
"ko:K21912",""
"ko:K07836","ko05417"
"ko:K11912","ko03070"
"ko:K04444","ko04370"
"ko:K12641","ko05414"
"ko:K18260",""
"ko:K13067","ko01110"
"ko:K04769",""
"ko:K20656","ko01100"
"ko:K07611","ko04820"
"ko:K04892","ko04726"
"ko:K13974","ko05146"
"ko:K17944",""
"ko:K09405",""
"ko:K19305",""
"ko:K22445","ko01110"
"ko:K06444","ko01110"
"ko:K02577","ko01100"
"ko:K10584","ko04120"
"ko:K10081","ko04141"
"ko:K01729","ko01100"
"ko:K08570","ko05146"
"ko:K10812",""
"ko:K15413","ko05203"
"ko:K22245",""
"ko:K08791","ko04392"
"ko:K12313","ko04926"
"ko:K15713",""
"ko:K07860","ko05418"
"ko:K21704",""
"ko:K16667",""
"ko:K08565","ko04142"
"ko:K11167",""
"ko:K08014","ko04726"
"ko:K17620",""
"ko:K10028",""
"ko:K19905",""
"ko:K13996","ko04141"
"ko:K09025","ko03320"
"ko:K19207","ko01052"
"ko:K09604",""
"ko:K11408","ko05203"
"ko:K20704",""
"ko:K12111","ko01100"
"ko:K14166",""
"ko:K18933","ko01240"
"ko:K01375","ko04210"
"ko:K04997","ko05032"
"ko:K11988","ko05226"
"ko:K15673","ko01052"
"ko:K13209","ko05202"
"ko:K12851","ko03040"
"ko:K04418","ko05022"
"ko:K01139","ko01100"
"ko:K09109","ko05202"
"ko:K15712",""
"ko:K01393","ko04614"
"ko:K11282",""
"ko:K07424","ko05207"
"ko:K07861","ko05418"
"ko:K18719",""
"ko:K04836","ko04742"
"ko:K15674",""
"ko:K13645","ko01100"
"ko:K12317","ko01110"
"ko:K14458","ko01100"
"ko:K11661","ko03082"
"ko:K09189","ko01100"
"ko:K10363",""
"ko:K21098","ko05165"
"ko:K20204","ko01110"
"ko:K10707","ko05022"
"ko:K13764","ko04744"
"ko:K20218","ko01120"
"ko:K05653","ko05340"
"ko:K04408","ko04010"
"ko:K02741","ko03050"
"ko:K18645",""
"ko:K16666",""
"ko:K15779","ko01250"
"ko:K13879","ko04970"
"ko:K10100","ko04141"
"ko:K17459",""
"ko:K14610","ko04977"
"ko:K21446",""
"ko:K17912","ko01110"
"ko:K05194","ko04080"
"ko:K19020","ko04148"
"ko:K19702",""
"ko:K08293",""
"ko:K05722","ko04810"
"ko:K09661","ko01100"
"ko:K07938","ko04144"
"ko:K13977","ko05146"
"ko:K14484","ko04075"
"ko:K17611",""
"ko:K12344","ko05215"
"ko:K05061","ko05200"
"ko:K14535","ko03022"
"ko:K14959","ko01100"
"ko:K12853","ko03040"
"ko:K13167",""
"ko:K01594",""
"ko:K08443",""
"ko:K04469","ko05224"
"ko:K18341","ko04152"
"ko:K18671","ko05203"
"ko:K09115",""
"ko:K17388","ko05417"
"ko:K21350",""
"ko:K21360","ko01210"
"ko:K02361","ko01110"
"ko:K15312",""
"ko:K17945","ko04814"
"ko:K09421",""
"ko:K13504","ko04970"
"ko:K15564",""
"ko:K15050",""
"ko:K15364","ko03460"
"ko:K18316","ko02024"
"ko:K19795","ko01100"
"ko:K08749","ko04931"
"ko:K12130","ko04712"
"ko:K08122","ko05205"
"ko:K19728",""
"ko:K04522","ko05022"
"ko:K08771","ko04923"
"ko:K07923",""
"ko:K17480",""
"ko:K13856",""
"ko:K20719","ko05022"
"ko:K01544","ko01100"
"ko:K09630",""
"ko:K13827",""
"ko:K12065",""
"ko:K04791","ko01053"
"ko:K06227","ko04341"
"ko:K11306",""
"ko:K03374","ko01100"
"ko:K11715",""
"ko:K09631",""
"ko:K06038",""
"ko:K10312",""
"ko:K11400","ko03082"
"ko:K17742","ko01100"
"ko:K21073","ko05412"
"ko:K14719","ko05012"
"ko:K19899",""
"ko:K19970","ko01232"
